Tariff,Handset,Peak_calls,Peak_mins,OffPeak_calls,OffPeak_mins,Weekend_calls,Weekend_mins,International_mins,Nat_call_cost,month
Play 100,ASAD170,25.0,59.017896,10.0,45.848162,16.0,26.011591,37.04604,3.0,1.0
Play 100,ASAD170,6.0,13.026116,8.0,92.845719,0.0,0.0,32.314689,1.0,1.0
Play 100,ASAD170,27.0,56.239864,21.0,53.282701,1.0,4.301328,32.266793,0.0,1.0
Play 100,ASAD170,17.0,47.981209,23.0,76.174546,1.0,16.927677,40.257411,2.0,1.0
Play 100,S50,16.0,39.396737,23.0,55.764463,6.0,15.606437,29.293487,1.0,1.0
Play 100,S50,7.0,16.95258,62.0,101.658971,4.0,9.606462,39.157097,1.0,1.0
Play 100,S80,15.0,31.246538,22.0,65.688746,3.0,15.724719,33.902379,1.0,1.0
Play 100,S50,15.0,32.666916,27.0,49.045123,2.0,25.686041,28.852152,1.0,1.0
Play 100,S80,6.0,13.132802,33.0,78.395813,2.0,3.425222,31.183486,0.0,1.0
Play 100,S80,17.0,40.129299,42.0,72.165294,7.0,15.174945,40.963482,1.0,1.0
Play 100,S50,20.0,39.991762,5.0,63.252276,0.0,0.0,33.286389,0.0,1.0
Play 100,ASAD170,3.0,8.531771,44.0,77.765938,9.0,32.858847,34.711296,0.0,1.0
Play 100,S50,33.0,51.306601,0.0,0.0,2.0,7.270806,32.6488,1.0,1.0
Play 100,ASAD170,15.0,30.130382,1.0,48.547674,0.0,0.0,25.52733,0.0,1.0
Play 100,ASAD170,14.0,22.519836,3.0,91.164015,0.0,0.0,37.158771,0.0,1.0
Play 100,ASAD170,17.0,34.375404,25.0,58.478158,0.0,0.0,31.600949,1.0,1.0
Play 100,S80,7.0,11.833845,29.0,72.186454,0.0,0.0,30.966291,0.0,1.0
Play 100,S80,7.0,11.90653,42.0,75.039943,5.0,14.49908,28.993948,0.0,1.0
Play 100,S80,15.0,30.145082,25.0,53.349983,1.0,6.556981,25.713107,0.0,1.0
Play 100,ASAD170,10.0,19.37934,27.0,107.3157,0.0,0.0,40.798503,1.0,1.0
Play 100,ASAD170,9.0,18.784986,22.0,43.532841,2.0,8.729952,23.39568,0.0,1.0
Play 100,ASAD170,31.0,49.998882,23.0,68.987819,4.0,6.170075,33.126344,2.0,1.0
Play 100,S50,33.0,58.868208,7.0,41.785916,2.0,20.078264,34.717649,2.0,1.0
Play 100,ASAD170,7.0,15.018209,31.0,67.58194,6.0,12.592908,30.945664,0.0,1.0
Play 100,ASAD170,22.0,60.648611,4.0,56.837657,0.0,0.0,35.167959,2.0,1.0
Play 100,S50,25.0,56.030587,16.0,61.55473,2.0,9.112956,37.376358,1.0,1.0
Play 100,S50,22.0,35.293673,3.0,54.531617,2.0,6.846587,29.605014,0.0,1.0
Play 100,ASAD170,23.0,40.941173,13.0,52.064653,2.0,6.978609,25.709733,2.0,1.0
Play 100,S50,21.0,40.911058,4.0,30.382477,5.0,12.032664,26.633097,0.0,1.0
Play 100,ASAD90,12.0,20.548924,3.0,70.188193,2.0,4.263833,27.067834,1.0,1.0
Play 100,S50,15.0,40.048697,18.0,43.946053,0.0,0.0,27.495013,0.0,1.0
Play 100,ASAD170,7.0,10.584205,51.0,93.218688,3.0,9.904486,32.337954,1.0,1.0
Play 100,S50,4.0,7.64911,0.0,0.0,2.0,8.043394,25.50241,0.0,1.0
Play 100,S80,23.0,38.76847,39.0,78.377296,3.0,6.349364,34.951566,1.0,1.0
Play 100,S80,25.0,47.873671,14.0,56.862826,4.0,16.950978,35.242501,2.0,1.0
Play 100,S80,6.0,15.487832,32.0,86.07863,11.0,28.236319,33.50352,1.0,1.0
Play 100,S50,0.0,0.0,5.0,11.83079,3.0,4.7399,43.103885,0.0,1.0
Play 100,S50,19.0,29.518151,24.0,57.008338,0.0,0.0,23.359976,1.0,1.0
Play 100,S80,5.0,9.296066,14.0,98.720183,3.0,6.163696,32.690841,0.0,1.0
Play 100,S50,11.0,22.125988,13.0,60.25905,6.0,10.671383,30.235528,0.0,1.0
Play 100,S80,27.0,42.749874,31.0,92.836551,0.0,0.0,38.502679,2.0,1.0
Play 100,ASAD170,7.0,14.459328,5.0,48.386032,3.0,10.467951,23.088088,0.0,1.0
Play 100,ASAD170,20.0,41.189828,19.0,78.057926,2.0,7.647507,32.731335,2.0,1.0
Play 100,S80,0.0,0.0,17.0,37.785597,5.0,8.116584,27.74029,0.0,1.0
Play 100,S80,12.0,20.976228,21.0,70.232148,3.0,5.180364,26.263409,1.0,1.0
Play 100,S50,8.0,30.585946,34.0,58.167914,2.0,7.100309,29.226204,0.0,1.0
Play 100,S50,1.0,15.106666,40.0,90.25511,3.0,5.96569,36.144954,1.0,1.0
Play 100,ASAD170,16.0,61.142984,22.0,69.696067,1.0,6.588185,39.39406,3.0,1.0
Play 100,S80,11.0,33.572602,8.0,60.9079,2.0,4.883795,30.026261,1.0,1.0
Play 100,S50,9.0,53.18663,6.0,79.380475,0.0,0.0,40.986797,2.0,1.0
Play 100,ASAD170,11.0,37.04472,24.0,56.251602,0.0,0.0,24.96108,1.0,1.0
Play 100,S50,7.0,29.373513,51.0,81.523537,2.0,5.296863,31.568722,1.0,1.0
Play 100,S50,3.0,13.08528,43.0,107.40834,5.0,12.321972,43.729922,1.0,1.0
Play 100,S80,4.0,20.283457,40.0,97.451244,6.0,13.144586,38.66138,1.0,1.0
Play 100,S50,7.0,44.723476,41.0,68.145011,1.0,1.695677,33.35486,1.0,1.0
Play 100,ASAD170,1.0,27.065216,2.0,111.12461,0.0,0.0,41.477921,2.0,1.0
Play 100,S50,3.0,19.374912,43.0,99.296424,3.0,5.71829,32.158933,1.0,1.0
Play 100,ASAD170,7.0,64.657429,38.0,59.32852,1.0,15.276206,41.580846,2.0,1.0
Play 100,ASAD170,1.0,15.013973,25.0,77.460624,0.0,0.0,29.347289,0.0,1.0
Play 100,S80,8.0,41.870714,35.0,71.064491,0.0,0.0,34.572644,1.0,1.0
Play 100,ASAD170,1.0,27.560704,16.0,94.925212,3.0,7.503246,36.168582,1.0,1.0
Play 100,S50,6.0,19.252908,67.0,118.46201,0.0,0.0,43.414564,1.0,1.0
Play 100,S80,6.0,50.443547,21.0,70.248173,1.0,12.465265,41.393832,2.0,1.0
Play 100,ASAD170,6.0,53.504372,27.0,54.148297,1.0,4.331864,36.166558,0.0,1.0
Play 100,S80,2.0,16.127213,45.0,86.64088,4.0,7.892041,36.503356,0.0,1.0
Play 100,S80,2.0,17.658601,22.0,78.57584,2.0,15.192316,32.197902,1.0,1.0
Play 100,S80,1.0,42.200304,9.0,74.789544,5.0,12.15192,37.047611,2.0,1.0
Play 100,S80,5.0,40.609008,12.0,53.135577,1.0,1.964952,28.614578,1.0,1.0
Play 100,ASAD170,8.0,39.394147,17.0,52.280083,0.0,0.0,28.357697,0.0,1.0
Play 100,S50,0.0,0.0,40.0,86.574295,2.0,13.799318,32.386965,1.0,1.0
Play 100,ASAD90,2.0,51.556959,34.0,56.712655,0.0,0.0,34.771568,1.0,1.0
Play 100,S50,6.0,25.864654,29.0,46.192531,1.0,8.634734,24.885184,0.0,1.0
Play 100,ASAD170,2.0,58.96423,38.0,61.889498,0.0,0.0,36.095069,1.0,1.0
Play 100,S80,11.0,35.173764,28.0,50.589426,0.0,0.0,30.001477,0.0,1.0
Play 100,S50,4.0,58.97067,38.0,65.618273,2.0,3.859898,38.851572,3.0,1.0
Play 100,S80,6.0,34.66281,2.0,89.643359,2.0,5.012776,40.305138,2.0,1.0
Play 100,ASAD170,13.0,44.702926,3.0,25.48147,0.0,0.0,25.680199,1.0,1.0
Play 100,S50,5.0,29.275272,3.0,58.59746,5.0,13.527303,31.827053,0.0,1.0
Play 100,S50,0.0,0.0,22.0,65.713923,0.0,0.0,27.20809,0.0,1.0
Play 100,ASAD90,6.0,37.378818,10.0,84.183599,3.0,10.184374,40.237634,2.0,1.0
Play 100,S50,5.0,36.856261,12.0,54.875786,1.0,8.035918,28.482328,2.0,1.0
Play 100,S50,9.0,27.715806,23.0,57.919909,1.0,2.29689,27.555669,1.0,1.0
Play 100,S80,2.0,17.336774,41.0,82.047293,7.0,11.675444,32.079479,0.0,1.0
Play 100,S50,3.0,59.537174,50.0,76.845804,0.0,0.0,44.601665,3.0,1.0
Play 100,ASAD170,2.0,9.049339,53.0,105.558485,8.0,12.854175,35.161377,1.0,1.0
Play 100,ASAD170,17.0,50.173939,40.0,64.764269,0.0,0.0,34.901076,1.0,1.0
Play 100,S80,8.0,29.09961,10.0,61.08129,1.0,6.13602,29.866858,0.0,1.0
Play 100,ASAD90,7.0,60.85603,13.0,49.350619,3.0,14.016744,37.55598,1.0,1.0
Play 100,S50,2.0,11.861476,3.0,69.695613,5.0,7.403978,26.342326,1.0,1.0
Play 100,ASAD170,1.0,6.852557,65.0,105.465132,2.0,7.673436,33.773582,0.0,1.0
Play 100,ASAD170,7.0,46.435129,17.0,58.043911,6.0,13.053652,35.770729,2.0,1.0
Play 100,ASAD170,12.0,49.180599,2.0,51.998813,3.0,11.05182,36.995817,0.0,1.0
Play 100,S50,7.0,28.363306,46.0,72.361663,2.0,5.725512,26.59084,1.0,1.0
Play 100,ASAD170,2.0,17.033755,7.0,87.049126,0.0,0.0,34.083327,0.0,1.0
Play 100,S80,6.0,20.312041,47.0,72.907469,0.0,0.0,29.96256,0.0,1.0
Play 100,S50,9.0,30.737972,14.0,75.58697,0.0,0.0,34.708517,0.0,1.0
Play 100,S50,0.0,0.0,70.0,118.852449,2.0,5.120133,33.231317,1.0,1.0
Play 100,S50,10.0,36.382086,37.0,59.284143,1.0,5.985942,28.838014,1.0,1.0
Play 100,S50,1.0,5.582871,19.0,76.786631,3.0,9.659253,29.04544,0.0,1.0
Play 100,ASAD90,7.0,26.99928,26.0,56.894846,2.0,7.952515,30.269617,0.0,1.0
Play 100,ASAD170,4.0,20.73147,14.0,87.12673,1.0,11.184082,38.254319,0.0,1.0
Play 100,ASAD170,2.0,12.66561,0.0,0.0,1.0,2.603486,25.882173,0.0,1.0
Play 100,S50,5.0,18.444478,8.0,112.826504,7.0,13.77499,45.134984,2.0,1.0
Play 100,S50,3.0,42.701047,25.0,39.493457,0.0,0.0,30.801682,0.0,1.0
Play 100,ASAD170,9.0,44.834738,19.0,65.857993,0.0,0.0,36.607203,1.0,1.0
Play 100,S50,4.0,21.110993,42.0,79.996732,6.0,21.218155,36.702262,1.0,1.0
Play 100,ASAD170,1.0,21.963744,53.0,83.961403,1.0,3.827016,32.588324,0.0,1.0
Play 100,S80,0.0,0.0,46.0,78.452202,2.0,4.612496,28.215425,0.0,1.0
Play 100,S80,1.0,9.326095,33.0,97.822629,1.0,12.7558,36.247672,1.0,1.0
Play 100,S80,9.0,42.23881,29.0,70.516474,0.0,0.0,35.181288,1.0,1.0
Play 100,S50,1.0,11.778134,36.0,76.762355,0.0,0.0,29.470231,0.0,1.0
Play 100,S50,0.0,0.0,40.0,65.415768,6.0,14.632992,30.047832,1.0,1.0
Play 100,ASAD170,0.0,0.0,26.0,48.850338,0.0,0.0,22.795138,0.0,1.0
Play 100,S50,0.0,0.0,15.0,55.441006,5.0,8.605681,26.647787,0.0,1.0
Play 100,ASAD170,14.0,34.420378,50.0,93.401129,0.0,0.0,36.020353,0.0,1.0
Play 100,ASAD170,18.0,44.234836,2.0,65.507674,6.0,18.89746,39.270399,2.0,1.0
Play 100,ASAD90,14.0,21.752488,1.0,63.35676,9.0,15.733595,32.878179,0.0,1.0
Play 100,ASAD170,16.0,46.041836,39.0,87.104594,3.0,6.794978,41.600015,2.0,1.0
Play 100,ASAD170,27.0,46.555782,19.0,63.336328,1.0,9.822758,36.423244,2.0,1.0
Play 100,ASAD170,15.0,31.211946,32.0,90.084134,2.0,4.197469,37.094265,1.0,1.0
Play 100,ASAD170,21.0,48.661025,32.0,49.144733,0.0,0.0,31.27822,1.0,1.0
Play 100,ASAD170,19.0,30.387443,4.0,79.421725,11.0,18.593715,41.972309,2.0,1.0
Play 100,ASAD170,25.0,47.710905,17.0,52.531182,9.0,15.165837,32.587004,2.0,1.0
Play 100,ASAD170,12.0,24.556802,15.0,60.420614,2.0,4.921722,25.473686,1.0,1.0
Play 100,ASAD170,20.0,42.150264,3.0,69.090645,1.0,6.859359,31.285993,2.0,1.0
Play 100,ASAD170,9.0,25.661501,10.0,56.144023,1.0,6.984787,26.428578,1.0,1.0
Play 100,ASAD170,22.0,44.871372,26.0,55.078376,10.0,16.765128,32.726827,2.0,1.0
Play 100,ASAD90,18.0,34.660675,13.0,40.531277,5.0,14.555875,27.000108,1.0,1.0
Play 100,ASAD90,8.0,15.620747,37.0,76.687821,0.0,0.0,30.215256,1.0,1.0
Play 100,ASAD170,21.0,38.760062,13.0,86.139732,1.0,4.037507,39.067919,1.0,1.0
Play 100,ASAD170,10.0,23.443802,4.0,74.29374,1.0,3.164363,31.484968,1.0,1.0
Play 100,ASAD90,1.0,29.636724,17.0,51.0978,6.0,22.380836,33.136204,0.0,1.0
Play 100,ASAD90,3.0,35.559,37.0,66.3768,10.0,19.837312,32.922445,2.0,1.0
Play 100,ASAD170,12.0,45.275307,7.0,92.13819,1.0,4.507931,42.51042,2.0,1.0
Play 100,ASAD170,4.0,36.35835,20.0,78.405022,7.0,11.611215,38.500147,0.0,1.0
Play 100,ASAD170,11.0,46.460188,2.0,56.25373,2.0,4.163438,29.243989,1.0,1.0
Play 100,ASAD170,11.0,41.910742,32.0,79.043198,9.0,19.919116,44.33468,2.0,1.0
Play 100,ASAD90,2.0,16.538585,22.0,67.387882,2.0,6.09156,28.210811,0.0,1.0
Play 100,ASAD90,1.0,8.784048,11.0,82.742595,2.0,3.13716,25.760994,1.0,1.0
Play 100,ASAD170,0.0,0.0,3.0,76.70372,4.0,7.804512,28.520967,1.0,1.0
Play 100,S50,6.0,30.139973,7.0,74.647914,2.0,5.896951,32.779636,1.0,1.0
Play 100,ASAD90,7.0,27.567346,5.0,39.484066,4.0,16.04785,24.112992,0.0,1.0
Play 100,ASAD170,3.0,40.69267,27.0,49.780973,1.0,2.620051,27.150504,1.0,1.0
Play 100,ASAD90,4.0,15.094968,54.0,90.81808,0.0,0.0,34.181043,0.0,1.0
Play 100,ASAD170,13.0,48.32373,12.0,40.418235,5.0,23.493795,35.805732,0.0,1.0
Play 100,ASAD170,2.0,10.407424,37.0,73.148111,2.0,8.545933,27.616358,0.0,1.0
Play 100,ASAD170,5.0,46.4109,38.0,61.076744,0.0,0.0,34.428366,2.0,1.0
Play 100,ASAD170,3.0,30.91345,10.0,40.317842,3.0,18.855342,28.678875,0.0,1.0
Play 100,ASAD170,7.0,34.78349,16.0,45.770344,2.0,20.282158,32.938521,0.0,1.0
Play 100,ASAD170,3.0,41.02168,10.0,36.723001,3.0,7.205405,27.082823,0.0,1.0
Play 100,ASAD170,0.0,0.0,17.0,80.034055,4.0,11.234727,34.396973,0.0,1.0
Play 100,CAS30,1.0,2.450934,1.0,5.514602,0.0,0.0,2.071232,0.0,1.0
Play 100,CAS30,3.0,7.354876,2.0,12.044941,1.0,2.66481,3.648996,0.0,1.0
Play 100,CAS30,5.0,7.765249,4.0,6.558487,0.0,0.0,1.832966,0.0,1.0
Play 100,CAS30,6.0,7.091126,0.0,0.0,0.0,0.0,4.921206,0.0,1.0
Play 100,CAS30,3.0,9.738518,1.0,12.061467,2.0,3.037703,3.755898,0.0,1.0
Play 100,CAS30,1.0,2.197508,2.0,5.655881,0.0,0.0,0.808617,0.0,1.0
Play 100,CAS30,5.0,7.485912,8.0,13.189464,0.0,0.0,3.636353,0.0,1.0
Play 100,CAS30,3.0,7.254522,2.0,11.880594,1.0,2.62845,3.599208,0.0,1.0
Play 100,CAS30,3.0,2.217532,4.0,4.263284,3.0,2.092601,1.347482,0.0,1.0
Play 100,CAS30,5.0,9.628324,4.0,8.850278,2.0,7.488697,5.685886,0.0,1.0
Play 100,CAS30,5.0,12.514968,1.0,3.910928,6.0,12.16733,7.306302,0.0,1.0
Play 100,CAS30,0.0,0.0,7.0,11.293169,4.0,6.073749,2.93976,0.0,1.0
Play 100,CAS30,3.0,5.252722,1.0,10.763775,0.0,0.0,2.686261,0.0,1.0
Play 100,CAS30,0.0,0.0,2.0,16.224917,1.0,2.108323,1.830003,0.0,1.0
Play 100,CAS30,4.0,3.680911,1.0,1.150285,5.0,3.578664,2.148922,0.0,1.0
Play 100,CAS30,2.0,3.43739,5.0,6.121644,1.0,1.351783,0.857535,0.0,1.0
Play 100,CAS30,5.0,9.171419,0.0,0.0,0.0,0.0,0.252757,0.0,1.0
Play 100,CAS30,2.0,6.295373,6.0,8.902051,0.0,0.0,3.399941,0.0,1.0
Play 100,CAS30,8.0,5.870286,0.0,0.0,4.0,3.321945,0.706239,0.0,1.0
Play 100,CAS30,3.0,8.743135,6.0,10.529366,0.0,0.0,7.859222,0.0,1.0
Play 100,CAS30,4.0,7.826339,1.0,8.50689,6.0,11.437041,7.769956,0.0,1.0
Play 100,CAS30,0.0,0.0,3.0,6.772596,0.0,0.0,1.776259,0.0,1.0
Play 100,CAS30,0.0,0.0,7.0,7.256737,0.0,0.0,0.344787,0.0,1.0
Play 100,CAS30,0.0,0.0,4.0,9.916797,0.0,0.0,2.600894,0.0,1.0
Play 100,CAS30,2.0,7.852271,4.0,11.25173,2.0,3.638857,6.195459,0.0,1.0
Play 100,CAS30,1.0,5.911733,3.0,5.679901,0.0,0.0,5.095447,0.0,1.0
Play 100,CAS30,1.0,6.847312,4.0,9.811697,2.0,3.173144,5.402544,0.0,1.0
Play 100,CAS30,1.0,7.280982,1.0,11.447322,0.0,0.0,2.604871,0.0,1.0
Play 100,CAS30,0.0,0.0,2.0,4.560346,3.0,7.969536,2.425779,0.0,1.0
Play 100,CAS30,0.0,0.0,0.0,0.0,0.0,0.0,2.196163,0.0,1.0
Play 100,CAS30,0.0,0.0,5.0,9.610944,2.0,6.693336,7.169892,0.0,1.0
Play 100,BS110,3.0,6.756334,3.0,12.942329,3.0,6.946448,0.962825,0.0,1.0
Play 100,BS110,9.0,25.544808,32.0,62.620258,0.0,0.0,3.530938,0.0,1.0
Play 100,BS110,16.0,38.184847,5.0,41.635285,6.0,10.926387,8.96645,0.0,1.0
Play 100,BS110,7.0,14.733869,4.0,33.837954,2.0,10.904728,2.15397,0.0,1.0
Play 100,S50,2.0,6.154056,22.0,39.915891,1.0,11.453382,6.62167,0.0,1.0
Play 100,S50,13.0,24.756878,5.0,21.884244,2.0,3.656079,14.785646,0.0,1.0
Play 100,BS110,15.0,31.398507,5.0,29.1627,8.0,18.064672,5.049657,0.0,1.0
Play 100,S50,4.0,9.305479,7.0,26.907408,1.0,4.484568,11.4673,0.0,1.0
Play 100,BS110,11.0,18.862857,14.0,30.857699,2.0,4.643165,14.928855,0.0,1.0
Play 100,BS110,10.0,18.329904,1.0,8.592142,3.0,10.997942,12.402465,0.0,1.0
Play 100,S50,16.0,27.784617,3.0,57.55385,0.0,0.0,10.235154,0.0,1.0
Play 100,BS110,8.0,16.33727,2.0,29.798261,1.0,6.788021,3.370667,0.0,1.0
Play 100,BS110,4.0,7.794654,15.0,49.384701,3.0,6.792484,2.953966,0.0,1.0
Play 100,S50,4.0,12.143124,4.0,40.245782,1.0,10.842075,13.313704,0.0,1.0
Play 100,S50,6.0,10.642833,2.0,5.321417,6.0,9.328903,4.135288,0.0,1.0
Play 100,BS110,6.0,12.345439,10.0,23.892682,2.0,9.578358,5.21177,0.0,1.0
Play 100,S50,2.0,7.251034,6.0,27.191376,0.0,0.0,8.35149,0.0,1.0
Play 100,BS110,6.0,14.72832,16.0,34.404435,2.0,10.12572,11.381544,0.0,1.0
Play 100,BS110,7.0,12.494476,1.0,12.922369,0.0,0.0,9.594698,0.0,1.0
Play 100,S50,8.0,19.373958,1.0,9.839931,9.0,13.867675,3.950903,0.0,1.0
Play 100,BS110,8.0,15.568616,3.0,17.013127,2.0,5.617542,11.707381,0.0,1.0
Play 100,BS110,4.0,7.000147,11.0,51.717501,1.0,2.507515,7.946808,0.0,1.0
Play 100,BS110,8.0,12.745883,19.0,37.999408,4.0,6.432502,3.536814,0.0,1.0
Play 100,S50,7.0,16.239139,5.0,27.666682,1.0,6.515704,6.514066,0.0,1.0
Play 100,S50,12.0,27.450504,9.0,28.881972,1.0,8.84142,7.155126,0.0,1.0
Play 100,BS110,2.0,6.587784,15.0,65.09358,6.0,14.55238,10.188014,0.0,1.0
Play 100,S50,8.0,20.322763,15.0,27.589333,1.0,3.347742,9.447254,0.0,1.0
Play 100,S50,3.0,8.644416,7.0,45.540355,5.0,9.351686,10.488315,0.0,1.0
Play 100,BS110,8.0,13.087045,1.0,25.387211,3.0,5.936107,12.259887,0.0,1.0
Play 100,S50,12.0,22.580527,0.0,0.0,1.0,6.732726,1.487789,0.0,1.0
Play 100,BS110,16.0,33.195293,19.0,41.382722,0.0,0.0,12.6294,0.0,1.0
Play 100,BS110,5.0,11.683358,2.0,5.358533,6.0,11.127008,0.033192,0.0,1.0
Play 100,S50,13.0,21.18641,15.0,25.056074,3.0,17.703713,10.439322,0.0,1.0
Play 100,BS110,8.0,16.130774,1.0,19.465502,2.0,10.792626,7.210574,0.0,1.0
Play 100,BS110,14.0,27.248345,12.0,19.807838,4.0,9.887161,10.150129,0.0,1.0
Play 100,S50,8.0,15.779637,2.0,4.714043,7.0,11.412945,6.701483,0.0,1.0
Play 100,S50,8.0,19.554932,19.0,44.086418,1.0,9.601823,12.632821,0.0,1.0
Play 100,S50,13.0,28.474487,12.0,30.660288,1.0,3.446083,16.291554,0.0,1.0
Play 100,S50,4.0,11.730616,2.0,15.109966,3.0,5.671093,2.747781,0.0,1.0
Play 100,S50,2.0,5.279802,18.0,38.638551,5.0,9.503644,9.474569,0.0,1.0
Play 100,S50,6.0,15.180534,4.0,13.38136,1.0,7.309146,7.933252,0.0,1.0
Play 100,BS110,17.0,27.381744,10.0,26.526064,4.0,9.013157,1.145067,0.0,1.0
Play 100,S50,6.0,11.857666,16.0,37.234867,1.0,3.233909,1.593603,0.0,1.0
Play 100,BS110,9.0,14.70123,7.0,50.08219,1.0,11.564968,0.601294,0.0,1.0
Play 100,S50,7.0,16.976736,23.0,59.469102,0.0,0.0,16.016675,0.0,1.0
Play 100,S50,5.0,7.657898,7.0,16.815796,2.0,5.605265,2.413771,0.0,1.0
Play 100,BS110,5.0,14.327306,1.0,33.12672,5.0,7.867596,5.884619,0.0,1.0
Play 100,S50,8.0,23.61825,13.0,40.465935,1.0,11.72165,7.303151,0.0,1.0
Play 100,S50,16.0,24.141252,10.0,29.999634,0.0,0.0,1.443788,0.0,1.0
Play 100,BS110,6.0,10.35127,11.0,44.468209,4.0,6.777617,3.098653,0.0,1.0
Play 100,BS110,8.0,21.522696,2.0,22.433272,3.0,7.781282,13.775137,0.0,1.0
Play 100,S50,2.0,6.696457,12.0,29.367593,1.0,6.373736,6.724641,0.0,1.0
Play 100,BS110,7.0,14.410578,3.0,18.963371,2.0,13.302072,1.808395,0.0,1.0
Play 100,S50,7.0,11.095557,30.0,56.411569,9.0,18.126405,6.374145,0.0,1.0
Play 100,BS110,6.0,18.327809,14.0,22.832753,0.0,0.0,1.272093,0.0,1.0
Play 100,S50,7.0,18.92863,12.0,37.253154,0.0,0.0,2.809261,0.0,1.0
Play 100,S50,8.0,12.789965,4.0,28.510963,5.0,13.544928,6.939786,0.0,1.0
Play 100,S50,8.0,24.127867,5.0,20.532655,2.0,9.267658,7.215792,0.0,1.0
Play 100,BS110,4.0,8.607461,10.0,33.394769,0.0,0.0,0.842321,0.0,1.0
Play 100,BS110,21.0,32.009741,7.0,33.571192,3.0,5.688142,8.475293,0.0,1.0
Play 100,S50,15.0,23.222321,5.0,18.145198,4.0,6.622335,12.402244,0.0,1.0
Play 100,BS110,6.0,18.022613,10.0,37.036902,2.0,9.830516,7.497119,0.0,1.0
Play 100,BS110,19.0,30.869552,11.0,38.192621,2.0,10.364959,5.714593,0.0,1.0
Play 100,BS110,10.0,15.906922,29.0,57.714916,0.0,0.0,11.433221,0.0,1.0
Play 100,BS110,9.0,24.355169,12.0,57.871978,0.0,0.0,8.036508,0.0,1.0
Play 100,S50,5.0,11.018122,0.0,0.0,4.0,9.478825,8.395413,0.0,1.0
Play 100,BS110,4.0,12.970978,15.0,40.221932,1.0,23.204961,7.848803,0.0,1.0
Play 100,S50,7.0,16.180992,5.0,31.856328,1.0,2.865384,0.864829,0.0,1.0
Play 100,BS110,16.0,36.158011,0.0,0.0,0.0,0.0,11.256929,0.0,1.0
Play 100,S50,7.0,17.761421,13.0,22.900721,5.0,9.127397,13.370382,0.0,1.0
Play 100,S50,5.0,8.244977,16.0,45.191807,1.0,4.796606,11.625013,0.0,1.0
Play 100,BS110,9.0,16.103244,3.0,12.957246,1.0,6.291996,1.04498,0.0,1.0
Play 100,BS110,6.0,18.991283,5.0,35.099072,9.0,23.366238,2.475939,0.0,1.0
Play 100,BS110,10.0,17.836875,4.0,14.352188,1.0,6.969375,1.157478,0.0,1.0
Play 100,BS110,3.0,7.305868,9.0,47.036653,2.0,7.470044,13.201707,0.0,1.0
Play 100,S50,7.0,10.538674,12.0,22.756586,4.0,11.194928,7.973367,0.0,1.0
Play 100,BS110,6.0,12.160746,4.0,7.743381,0.0,0.0,5.888146,0.0,1.0
Play 100,S50,5.0,11.410112,0.0,0.0,1.0,7.452551,5.334738,0.0,1.0
Play 100,S50,4.0,6.852292,13.0,33.327055,2.0,5.413607,11.681705,0.0,1.0
Play 100,BS110,13.0,26.113181,4.0,34.101391,0.0,0.0,13.645203,0.0,1.0
Play 100,S50,0.0,0.0,16.0,37.758967,0.0,0.0,9.044852,0.0,1.0
