Customer_ID,Gender,Age,L_O_S,Tariff,Handset,Peak_calls,Peak_mins,OffPeak_calls,OffPeak_mins,Weekend_calls,Weekend_mins,International_mins,Nat_call_cost
K102050,1,36,48.866667,Play 100,SOP10,1.0,11.799999833333333,4.666666666666667,8.950000000000001,0.3333333333333333,3.4,7.203365833333333,0.0
K102250,1,55,9.766667,CAT 50,SOP20,3.5,11.6,2.1666666666666665,4.049999833333334,0.16666666666666666,5.5,2.1758331666666666,0.0
K102460,1,57,53.133333,Play 100,SOP20,0.6666666666666666,1.2646323333333334,1.3333333333333333,2.3022851666666666,3.6666666666666665,7.272297666666667,1.3806376666666667,0.0
K102540,0,53,18.666667,Play 100,SOP20,0.16666666666666666,3.8639888333333334,6.333333333333333,6.958931000000001,0.5,0.40640666666666664,3.6037823333333336,0.0
K102600,0,45,24.7,CAT 100,ASAD170,39.0,87.0,30.833333333333332,49.85000016666667,7.666666666666667,16.3,42.88466033333333,5.166666666666667
K102620,0,26,10.233333,CAT 100,S50,45.0,77.50000000000001,42.666666666666664,67.24999983333335,0.5,8.0,42.29264166666667,4.833333333333333
K102630,0,35,49.033333,CAT 100,ASAD170,66.0,101.89999983333333,3.1666666666666665,6.899999833333333,4.666666666666667,8.100000166666666,35.85740783333333,1.8333333333333333
K102640,1,27,58.0,CAT 100,S50,57.5,117.40000016666666,12.5,23.09999983333334,1.0,6.833333333333333,45.52481816666668,5.666666666666667
K102650,1,30,18.0,CAT 100,S50,53.833333333333336,109.90000000000002,7.833333333333333,15.25,0.5,3.6,31.76805183333333,3.3333333333333335
K102660,0,31,27.266667,CAT 100,S80,29.833333333333332,60.9,8.166666666666666,38.29999983333334,0.3333333333333333,3.5,31.781054166666667,0.0
K102670,0,33,16.333333,CAT 100,ASAD90,37.0,75.6,5.333333333333333,54.250000166666666,0.3333333333333333,3.0,35.426153166666666,2.8333333333333335
K102690,0,74,12.666667,CAT 100,ASAD170,34.5,53.20000016666666,18.333333333333332,34.150000166666665,3.6666666666666665,10.5,32.2461865,0.0
K102700,0,34,28.333333,CAT 100,S50,67.0,115.2,13.0,36.15,2.0,3.8000000000000003,42.36806666666667,6.5
K102710,1,31,25.7,CAT 100,S50,38.0,77.8,14.166666666666666,32.750000166666666,3.5,6.500000000000001,37.15647033333333,1.6666666666666667
K102730,1,27,56.266667,CAT 100,S50,54.833333333333336,112.5,2.3333333333333335,11.65,6.833333333333333,11.400000166666665,41.12753366666667,4.333333333333333
K102740,0,26,53.366667,CAT 100,ASAD90,32.166666666666664,63.0,23.333333333333332,55.050000000000004,2.8333333333333335,6.833333333333333,36.84593949999999,1.8333333333333333
K102750,0,40,32.8,CAT 100,ASAD170,61.333333333333336,126.10000000000002,1.3333333333333333,23.699999833333337,0.16666666666666666,0.3,38.22417166666667,6.333333333333333
K102760,1,52,51.133333,CAT 100,ASAD90,33.833333333333336,58.5,18.166666666666668,42.750000166666666,1.1666666666666667,13.199999999999998,33.75274183333333,1.0
K102780,0,32,53.133333,CAT 100,ASAD170,59.833333333333336,123.40000000000002,4.666666666666667,22.65000016666667,0.8333333333333334,6.823751333333334,48.804925000000004,6.333333333333333
K102790,0,35,34.566667,CAT 100,S80,42.0,86.59999983333334,2.5,7.5,0.0,0.0,31.467534,0.0
K102800,1,34,36.766667,CAT 100,S80,50.5,104.09999983333334,5.0,36.55000016666667,0.16666666666666666,13.700000000000001,46.74458716666666,6.0
K102830,0,48,36.433333,CAT 100,ASAD170,39.833333333333336,61.5,26.666666666666668,46.55000016666667,4.0,6.6000000000000005,32.31987966666667,0.8333333333333334
K102840,0,26,27.333333,CAT 100,S50,25.333333333333332,52.60000016666666,26.666666666666668,47.15,1.1666666666666667,4.200000166666666,31.687317500000002,0.0
K102850,0,70,26.9,CAT 100,ASAD90,34.0,70.8,3.5,35.85000016666667,8.666666666666666,15.299999999999999,31.809613499999998,1.8333333333333333
K102860,1,40,56.133333,CAT 100,ASAD90,51.833333333333336,90.8,27.166666666666668,45.15,8.833333333333334,21.09999983333333,30.473957833333333,5.666666666666667
K102880,1,41,30.3,CAT 100,ASAD170,69.0,104.30000000000001,13.0,20.599999999999998,3.3333333333333335,6.8999999999999995,31.922002333333335,3.6666666666666665
K102900,0,29,57.6,CAT 100,ASAD170,47.166666666666664,82.0,3.5,28.70000016666667,6.666666666666667,10.299999833333334,31.940831499999998,1.8333333333333333
K102910,1,44,42.833333,CAT 100,S50,54.333333333333336,82.10000000000001,5.833333333333333,10.700000000000001,0.3333333333333333,5.8,31.421886666666666,0.0
K102920,1,33,42.6,CAT 100,S50,56.0,86.3,39.833333333333336,62.300000000000004,2.5,6.333333333333333,36.989702666666666,5.166666666666667
K102940,1,53,23.166667,CAT 100,ASAD170,40.666666666666664,85.3,20.833333333333332,49.150000000000006,0.0,0.0,43.062338000000004,3.6666666666666665
K102950,1,31,52.566667,CAT 100,ASAD170,72.0,111.10000016666667,7.333333333333333,13.600000166666668,0.16666666666666666,10.0,39.94847666666667,4.0
K102970,0,29,27.1,CAT 100,ASAD170,46.0,96.89999999999999,12.333333333333334,47.699999999999996,0.5,2.3000000000000003,48.361603333333335,4.833333333333333
K102990,0,31,33.333333,CAT 100,ASAD170,36.333333333333336,63.29999999999999,23.166666666666668,38.5,1.5,3.5999998333333334,33.87017600000001,0.0
K103000,0,27,28.066667,CAT 100,S80,47.0,75.5,3.1666666666666665,44.70000016666666,2.6666666666666665,13.5,31.107008333333336,3.1666666666666665
K103010,0,31,34.5,CAT 100,ASAD170,44.666666666666664,71.9,10.0,33.4,7.0,22.666666666666668,39.16564183333333,2.5
K103020,0,34,49.733333,CAT 100,S80,51.0,81.90000016666666,17.5,45.75,2.8333333333333335,13.300000166666665,33.07910416666667,3.8333333333333335
K103030,1,44,33.2,CAT 100,ASAD170,36.5,77.3,17.833333333333332,35.5,6.333333333333333,16.7,39.520126166666664,2.8333333333333335
K103040,1,64,45.3,CAT 100,ASAD170,46.0,97.60000016666665,22.666666666666668,36.14999966666667,1.1666666666666667,2.3999998333333337,32.24881466666667,4.0
K103050,0,52,42.433333,CAT 100,ASAD90,60.666666666666664,106.19999999999999,14.333333333333334,47.1,1.3333333333333333,8.6,47.29953433333333,6.5
K103060,0,50,21.533333,CAT 100,ASAD170,78.0,117.89999999999999,13.0,21.450000166666666,4.166666666666667,10.9,44.145630000000004,6.0
K103090,1,32,45.933333,CAT 100,S50,52.666666666666664,111.99999999999999,4.333333333333333,12.900000166666667,0.0,0.0,38.718847333333336,3.1666666666666665
K103110,1,35,23.7,CAT 100,S80,35.5,75.70000016666667,6.5,15.149999833333338,12.666666666666666,23.0,35.982465,1.0
K103120,1,68,19.533333,CAT 100,ASAD170,58.5,88.60000000000001,27.5,60.85000016666667,4.0,6.75,32.15116266666667,5.333333333333333
K103130,0,49,42.566667,CAT 100,S80,41.5,88.3,27.333333333333332,48.050000000000004,4.0,12.900000166666665,47.073033333333335,4.833333333333333
K103140,1,42,57.633333,CAT 100,S80,43.666666666666664,67.4,4.833333333333333,51.550000000000004,1.6666666666666667,3.6666666666666665,32.5108035,1.8333333333333333
K103150,0,29,34.633333,CAT 100,ASAD170,50.5,88.39999999999999,0.0,0.0,3.8333333333333335,6.666666666666667,35.362799,4.0
K103160,1,32,44.633333,CAT 100,S50,53.833333333333336,114.89999999999999,5.666666666666667,18.95,0.5,2.6,30.229711000000005,4.5
K103180,1,27,34.566667,CAT 100,S80,64.83333333333333,113.8,0.5,33.65,0.5,7.8999999999999995,48.59633466666667,6.333333333333333
K103200,0,29,22.1,CAT 100,S80,67.83333333333333,104.80000000000001,6.166666666666667,27.549999999999997,0.5,1.4166666666666667,31.11174166666667,3.8333333333333335
K103210,1,32,23.233333,CAT 100,ASAD90,80.0,140.40000016666667,0.5,3.8000000000000003,0.0,0.0,43.18158033333333,6.0
K103220,0,27,38.466667,CAT 100,S80,51.0,109.70000016666665,8.666666666666666,16.84999983333333,1.8333333333333333,9.200000166666667,33.914928833333335,4.0
K103230,1,26,36.7,CAT 100,ASAD170,57.5,123.29999983333335,0.3333333333333333,6.0,0.0,0.0,34.60627616666667,4.0
K103240,1,46,48.266667,CAT 100,S50,42.666666666666664,92.8,4.5,14.600000333333334,1.6666666666666667,4.100000333333333,33.189276166666666,1.1666666666666667
K103250,1,47,45.866667,CAT 100,S50,36.0,78.0,11.666666666666666,31.650000000000002,4.0,8.299999833333333,37.508726333333335,1.6666666666666667
K103260,0,30,17.166667,CAT 100,S50,35.0,75.5,34.0,72.55000016666666,0.16666666666666666,1.5999999999999999,30.5874025,4.5
K103270,0,66,47.666667,CAT 100,S50,71.5,125.89999983333333,9.666666666666666,16.950000166666666,5.5,11.899999833333332,46.0070375,6.833333333333333
K103280,1,27,30.866667,CAT 100,S50,62.166666666666664,109.39999983333335,4.5,21.0,1.8333333333333333,4.666666666666667,30.89444416666667,4.0
K103290,1,42,54.866667,CAT 100,S50,65.0,104.60000016666667,6.833333333333333,27.0,0.0,0.0,37.532995166666666,3.5
K103300,0,56,46.633333,CAT 100,S50,52.166666666666664,84.0,26.333333333333332,55.89999983333333,2.6666666666666665,5.399999833333332,43.147851,4.333333333333333
K103310,0,29,33.166667,CAT 100,S50,39.5,69.60000016666667,13.5,47.199999999999996,7.5,20.5,40.530089333333336,3.0
K103330,0,27,21.366667,CAT 100,S50,60.0,105.8,7.0,24.8,0.5,0.9,42.8228805,3.6666666666666665
K103350,0,29,29.1,CAT 100,ASAD170,44.0,95.39999999999999,8.666666666666666,45.700000166666676,3.3333333333333335,8.299999833333333,48.78737,5.166666666666667
K103370,1,34,46.566667,CAT 100,S50,55.0,119.2,8.166666666666666,18.45,9.666666666666666,16.900000166666665,46.00828083333332,6.333333333333333
K103380,1,59,36.833333,CAT 100,ASAD90,43.833333333333336,67.8,29.666666666666668,59.199999999999996,0.6666666666666666,1.9105109999999998,34.64211316666666,2.6666666666666665
K103390,1,42,50.733333,CAT 100,S50,43.166666666666664,93.89999999999999,19.333333333333332,42.95000016666666,1.0,3.5833335,35.67054666666667,4.5
K103400,0,52,23.7,CAT 100,S80,64.5,97.8,12.666666666666666,37.5,0.8333333333333334,2.8768575,37.06862483333333,4.333333333333333
K103410,0,46,21.533333,CAT 100,S80,68.0,105.39999999999999,2.6666666666666665,38.550000000000004,0.6666666666666666,6.9252665,31.85221183333333,6.0
K103420,0,35,20.666667,CAT 100,S80,39.666666666666664,86.39999999999999,3.0,40.94999983333334,3.3333333333333335,9.9,37.10119233333333,3.6666666666666665
K103430,1,28,55.633333,CAT 100,ASAD170,64.83333333333333,114.69999983333334,15.333333333333334,25.75,0.3333333333333333,4.8,40.83193066666667,5.166666666666667
K103440,0,26,22.533333,CAT 100,S80,54.0,83.60000016666667,2.8333333333333335,20.100000166666664,4.5,9.799999999999999,30.383964333333335,1.1666666666666667
K103460,1,40,25.5,CAT 100,S50,51.833333333333336,80.19999983333334,22.333333333333332,57.0,2.5,11.9,49.15199466666667,4.5
K103470,1,39,34.8,CAT 100,ASAD170,36.333333333333336,64.60000016666666,33.666666666666664,55.89999983333333,3.1666666666666665,5.199999999999999,35.52349433333334,2.1666666666666665
K103480,1,29,22.7,CAT 100,S50,52.5,115.39999983333333,14.5,35.749999833333334,0.8333333333333334,1.8060500000000002,34.731888000000005,6.166666666666667
K103500,1,41,11.833333,CAT 100,S80,44.0,97.0,38.666666666666664,61.150000000000006,3.3333333333333335,8.416666666666666,42.90397616666667,6.666666666666667
K103510,1,30,25.633333,CAT 100,ASAD170,45.166666666666664,100.79999966666668,14.0,31.0,0.16666666666666666,1.3,31.56659833333333,3.5
K103520,1,27,20.433333,CAT 100,ASAD170,68.33333333333333,121.69999983333332,0.16666666666666666,12.25,10.333333333333334,19.300000166666667,32.0887735,6.333333333333333
K103540,0,40,42.866667,CAT 100,S50,50.5,111.7,8.0,23.049999833333334,0.16666666666666666,8.583333333333334,34.045617,5.0
K103550,0,26,22.4,CAT 100,S50,41.333333333333336,73.6,22.0,37.95000016666667,6.166666666666667,10.1,39.463277000000005,1.8333333333333333
K103560,1,28,46.633333,CAT 100,ASAD90,42.5,66.0,8.5,39.29999983333333,0.6666666666666666,2.949968,32.429815,0.5
K103570,1,69,16.933333,CAT 100,ASAD170,32.166666666666664,71.2,23.0,36.85,0.3333333333333333,1.4000000000000001,34.1134815,0.8333333333333334
K103580,1,56,31.366667,CAT 100,S80,73.33333333333333,119.0,19.0,31.0,0.8333333333333334,1.042162,32.03401016666667,6.0
K103590,1,30,30.3,CAT 100,S50,73.66666666666667,131.29999999999998,7.0,18.0,2.1666666666666665,5.2,40.37632633333334,6.666666666666667
K103610,1,32,38.333333,CAT 100,S80,48.333333333333336,109.20000016666665,28.166666666666668,46.65,1.3333333333333333,2.799999833333333,32.74815833333333,6.5
K103630,1,52,47.4,CAT 100,ASAD90,43.5,97.29999983333333,10.833333333333334,19.200000166666666,0.0,0.0,34.31528766666666,2.1666666666666665
K103640,1,26,36.433333,CAT 100,S50,49.0,109.39999999999999,18.833333333333332,42.599999999999994,0.0,0.0,38.64713783333333,6.333333333333333
K103650,0,52,29.366667,CAT 100,S80,60.166666666666664,93.69999983333332,28.833333333333332,53.35,1.8333333333333333,9.4,31.728357999999997,5.666666666666667
K103660,1,27,49.4,CAT 100,ASAD170,43.333333333333336,97.0,0.16666666666666666,5.3500000000000005,0.0,0.0,31.529713666666666,0.0
K103680,0,29,16.066667,CAT 100,S80,55.833333333333336,124.89999999999999,3.8333333333333335,29.899999999999995,0.8333333333333334,1.6413206666666669,33.28463983333333,6.833333333333333
K103710,0,32,31.066667,CAT 100,ASAD170,52.666666666666664,94.60000000000001,12.666666666666666,43.70000016666666,0.6666666666666666,5.972691833333333,41.08236733333334,5.0
K103720,0,33,50.433333,CAT 100,ASAD90,54.666666666666664,84.7,16.166666666666668,24.60000016666667,0.6666666666666666,4.1000000000000005,33.141578333333335,1.1666666666666667
K103730,1,61,48.6,CAT 100,ASAD170,49.0,110.3,3.0,13.450000000000001,2.3333333333333335,16.916666666666668,34.31456166666666,4.833333333333333
K103740,1,27,51.466667,CAT 100,ASAD90,49.666666666666664,77.10000000000001,14.666666666666666,40.50000000000001,0.5,2.5833333333333335,32.59070666666667,1.6666666666666667
K103760,0,55,27.7,CAT 100,ASAD170,45.5,102.90000000000002,1.6666666666666667,13.700000166666667,0.5,0.8333333333333334,30.95438316666667,1.8333333333333333
K103770,0,32,32.266667,CAT 100,S50,64.0,115.10000016666667,10.833333333333334,25.85000016666666,1.5,3.1000001666666663,35.55053133333333,5.166666666666667
K103780,0,33,21.833333,CAT 100,S50,71.16666666666667,128.20000000000002,0.5,4.1499999999999995,1.5,12.5,42.87563433333333,5.666666666666667
K103790,1,42,53.566667,CAT 100,ASAD170,34.833333333333336,79.39999983333333,2.5,61.550000000000004,0.16666666666666666,4.0,37.969583166666666,4.166666666666667
K103800,0,43,33.033333,CAT 100,S50,49.0,88.5,6.166666666666667,29.100000000000005,2.8333333333333335,8.2,32.09679466666666,2.6666666666666665
K103830,0,54,10.9,CAT 100,ASAD170,69.83333333333333,127.19999983333332,2.8333333333333335,9.95,1.0,1.8333333333333333,35.5457925,5.166666666666667
K103840,0,39,48.4,CAT 100,ASAD170,48.333333333333336,110.5,10.666666666666666,32.400000166666665,1.6666666666666667,6.0,31.047469833333327,5.333333333333333
K103850,1,39,36.166667,CAT 100,S80,32.333333333333336,73.99999999999999,13.5,36.349999833333335,0.3333333333333333,7.166666666666667,32.4261645,1.3333333333333333
K103860,1,40,21.966667,CAT 100,S50,41.833333333333336,95.60000000000001,3.3333333333333335,6.599999999999999,4.5,11.4,31.593710666666666,1.3333333333333333
K103890,0,27,54.3,CAT 100,S80,36.5,84.2,29.333333333333332,44.300000000000004,0.0,0.0,31.876451333333335,3.0
K103900,1,41,56.8,CAT 100,S80,46.166666666666664,106.10000016666667,20.5,31.700000000000003,0.0,0.0,43.155662500000005,4.333333333333333
K103910,0,28,29.2,CAT 100,ASAD170,48.833333333333336,88.60000000000001,22.5,76.55000000000001,0.16666666666666666,0.7999999999999999,39.569708166666665,6.333333333333333
K103920,1,31,48.5,CAT 100,S50,51.166666666666664,119.10000000000001,0.16666666666666666,23.25,6.166666666666667,14.899999999999999,46.93399266666666,6.666666666666667
K103930,1,57,33.7,CAT 100,S50,69.83333333333333,106.0,16.833333333333332,46.9,1.0,7.0,39.731053333333335,6.666666666666667
K103940,0,42,55.066667,CAT 100,ASAD170,36.0,83.5,1.3333333333333333,45.19999999999999,2.3333333333333335,4.0,38.52811483333333,3.3333333333333335
K103950,0,31,56.7,CAT 100,ASAD90,44.833333333333336,104.0,0.5,9.25,6.833333333333333,15.700000000000001,31.356403666666665,3.5
K103960,0,70,15.8,CAT 100,S80,60.333333333333336,98.5,0.5,31.75,4.333333333333333,12.400000166666667,35.67473316666667,4.5
K103970,0,48,50.566667,CAT 100,S80,51.166666666666664,93.10000033333331,0.3333333333333333,29.8,4.166666666666667,7.899999666666666,31.654741833333333,3.1666666666666665
K103980,1,79,45.1,CAT 100,S80,41.833333333333336,97.3,9.833333333333334,55.300000000000004,0.3333333333333333,3.8000000000000003,39.2189455,5.833333333333333
K103990,1,42,42.133333,CAT 100,S80,46.666666666666664,72.60000000000001,13.166666666666666,38.750000166666666,1.0,8.1,31.505206333333334,1.6666666666666667
K104000,0,33,40.5,CAT 100,S50,61.333333333333336,100.2,0.0,0.0,0.8333333333333334,6.452337666666668,36.06876483333333,3.0
K104010,0,26,25.266667,CAT 100,ASAD170,54.333333333333336,98.80000000000001,14.0,32.449999999999996,0.16666666666666666,5.583333333333333,31.909023833333332,4.0
K104020,0,28,51.8,CAT 100,S80,52.0,121.3,0.0,0.0,0.16666666666666666,4.8,49.10897966666666,5.833333333333333
K104030,1,32,27.3,CAT 100,S50,23.0,53.599999833333335,27.833333333333332,45.85,4.333333333333333,7.0,30.558267833333332,0.0
K104040,0,40,26.7,CAT 100,S50,46.666666666666664,108.59999999999998,10.5,48.6,1.5,2.9,41.2834905,6.666666666666667
K104050,0,28,19.533333,CAT 100,S50,42.833333333333336,99.89999999999999,18.833333333333332,41.75,4.833333333333333,8.4,39.62442233333333,5.333333333333333
K104080,0,29,15.266667,CAT 100,S80,47.666666666666664,78.00000000000001,24.166666666666668,39.85,0.3333333333333333,1.5833333333333333,36.16296433333334,1.5
K104100,0,26,32.5,CAT 100,ASAD170,29.833333333333332,69.9,28.833333333333332,54.6,1.8333333333333333,14.0,37.962196166666665,3.5
K104110,0,45,33.566667,CAT 100,ASAD170,35.166666666666664,58.0,20.166666666666668,50.5,0.6666666666666666,2.064912,34.707144,1.0
K104120,1,48,51.966667,CAT 100,S80,64.66666666666667,100.89999983333333,11.5,57.75,0.8333333333333334,3.4513453333333337,36.930241,6.666666666666667
K104130,0,50,27.266667,CAT 100,S50,54.166666666666664,127.60000000000001,2.3333333333333335,10.450000166666667,3.8333333333333335,11.200000000000001,34.52199366666667,6.166666666666667
K104140,1,28,15.233333,CAT 100,S80,32.666666666666664,76.9,6.5,29.900000000000002,0.0,0.0,31.951913166666667,0.0
K104150,1,46,13.2,CAT 100,ASAD170,53.5,97.89999999999999,7.5,23.350000000000005,1.0,2.6,38.9284825,2.6666666666666665
K104160,1,31,11.833333,CAT 100,ASAD170,73.5,114.5,1.0,11.150000166666667,1.0,6.0,40.009193333333336,3.8333333333333335
K104170,0,34,10.066667,CAT 100,S80,31.833333333333332,75.10000000000001,8.166666666666666,18.9,2.5,11.299999833333336,30.12106183333334,0.0
K104180,1,32,31.133333,CAT 100,S80,70.33333333333333,128.80000016666665,11.166666666666666,21.850000000000005,0.0,0.0,31.33282966666667,6.5
K104190,0,50,15.133333,CAT 100,S80,36.666666666666664,86.79999983333335,31.833333333333332,60.599999999999994,3.0,7.750000166666666,39.86488983333333,5.333333333333333
K104200,1,35,42.733333,CAT 100,S80,28.333333333333332,67.0,24.333333333333332,37.250000166666666,0.16666666666666666,0.6666666666666666,33.610251166666664,0.0
K104210,0,38,33.233333,CAT 100,S50,46.166666666666664,84.5,14.333333333333334,25.0,1.5,12.299999999999999,30.406472166666664,2.0
K104220,0,38,24.0,CAT 100,S80,39.5,94.2,18.833333333333332,44.15,3.5,11.299999999999999,30.940135499999997,5.333333333333333
K104230,0,37,28.6,CAT 100,S50,54.833333333333336,130.79999999999998,1.0,12.4,2.3333333333333335,5.250000166666667,40.293214,6.5
K104240,0,27,45.9,CAT 100,ASAD170,47.666666666666664,87.7,20.5,46.750000166666666,0.16666666666666666,11.6,41.589283,4.5
K104260,0,37,37.8,CAT 100,S80,84.66666666666667,131.90000016666667,4.666666666666667,7.3500000000000005,2.3333333333333335,4.3,38.35169199999999,5.666666666666667
K104270,1,47,57.866667,CAT 100,S50,50.0,120.20000016666665,9.166666666666666,16.849999999999998,2.1666666666666665,5.5,34.528527000000004,5.166666666666667
K104280,0,51,53.133333,CAT 100,ASAD170,45.833333333333336,109.89999999999999,2.8333333333333335,6.6000000000000005,0.16666666666666666,2.3000000000000003,38.52557566666666,2.0
K104300,0,27,10.3,CAT 100,S50,36.833333333333336,89.89999999999999,17.333333333333332,30.84999983333333,0.5,2.3000000000000003,30.28354866666666,2.3333333333333335
K104310,1,48,36.366667,CAT 100,S80,45.833333333333336,85.0,9.0,23.25,0.0,0.0,34.49746033333333,0.8333333333333334
K104320,1,26,48.466667,CAT 100,ASAD170,72.33333333333333,119.10000000000001,19.833333333333332,33.849999833333335,0.5,2.6666666666666665,48.37575883333333,6.666666666666667
K104330,1,36,50.4,CAT 100,ASAD170,51.666666666666664,124.79999966666666,6.0,24.55,0.0,0.0,45.3683475,6.833333333333333
K104350,0,31,42.566667,CAT 100,ASAD90,41.0,99.20000016666667,15.833333333333334,29.65000016666667,13.5,24.20000016666667,38.500666833333334,5.5
K104360,1,35,51.833333,CAT 100,ASAD170,49.0,90.69999999999999,3.5,28.3,2.1666666666666665,10.6,32.56773983333333,3.0
K104370,1,66,30.433333,CAT 100,S80,30.0,72.89999983333334,4.5,20.399999833333336,1.5,2.3,30.63144683333333,0.0
K104380,0,32,14.633333,CAT 100,S80,56.166666666666664,103.8,9.166666666666666,27.849999999999998,0.16666666666666666,0.9166666666666666,36.732420166666664,3.6666666666666665
K104390,0,30,14.266667,CAT 100,ASAD170,40.166666666666664,97.60000000000001,7.0,16.900000000000002,4.0,11.1,35.1916855,2.6666666666666665
K104410,1,37,10.966667,CAT 100,S50,28.833333333333332,70.3,25.833333333333332,48.15000016666667,7.333333333333333,11.399999999999999,30.475388500000005,2.6666666666666665
K104420,0,44,22.266667,CAT 100,S80,52.666666666666664,128.1,3.1666666666666665,25.049999999999997,0.0,0.0,46.08543416666666,6.5
K104430,1,31,12.733333,CAT 100,ASAD170,84.5,139.09999983333333,2.1666666666666665,9.599999833333332,0.8333333333333334,2.996952,39.244858666666666,7.0
K104440,0,38,40.733333,CAT 100,S80,65.66666666666667,108.5,0.16666666666666666,30.900000000000002,5.5,16.4166665,35.99223766666666,6.333333333333333
K104450,1,72,45.566667,CAT 100,S50,24.0,58.9,0.0,0.0,0.8333333333333334,18.010304333333334,31.719845333333335,0.0
K104460,0,27,48.266667,CAT 100,ASAD170,32.833333333333336,80.5,16.833333333333332,46.44999983333333,4.666666666666667,19.90000016666667,45.23940916666667,4.333333333333333
K104470,0,36,29.0,CAT 100,S80,40.833333333333336,100.19999999999999,10.833333333333334,28.34999983333333,0.3333333333333333,18.7,37.51767516666666,5.0
K104490,1,53,17.4,CAT 100,S80,33.0,81.29999983333333,0.16666666666666666,36.15,1.8333333333333333,7.416666666666668,33.939867,2.3333333333333335
