Tariff,Handset,Peak_calls,Peak_mins,OffPeak_calls,OffPeak_mins,Weekend_calls,Weekend_mins,International_mins,Nat_call_cost,month
CAT 100,S50,29.0,68.94672,6.0,9.66516,3.0,3.1548,19.805543,3.0,6.0
CAT 100,ASAD170,43.0,101.495507,3.0,6.095272,1.0,13.8,35.579406,2.0,6.0
CAT 100,S50,62.0,149.533007,29.0,51.313607,3.0,13.8,50.371414,4.0,6.0
CAT 100,S80,60.0,111.99294,12.0,30.633363,0.0,0.0,45.452612,1.0,6.0
CAT 100,ASAD170,89.0,144.878719,25.0,41.176697,3.0,16.0,58.846498,8.0,6.0
CAT 100,ASAD170,75.0,178.179206,9.0,35.050477,0.0,0.0,64.773206,10.0,6.0
CAT 100,ASAD90,11.0,23.866925,4.0,7.133612,4.0,5.822375,9.263029,1.0,6.0
CAT 100,ASAD170,46.0,82.927917,3.0,25.874973,3.0,9.691686,29.77701,3.0,6.0
CAT 100,S80,43.0,102.157394,7.0,28.587254,3.0,3.223073,42.924906,0.0,6.0
CAT 100,S80,59.0,105.351602,11.0,28.266302,1.0,5.5,37.281496,4.0,6.0
CAT 100,ASAD170,34.0,77.780563,6.0,13.468151,5.0,8.845945,28.045352,2.0,6.0
CAT 100,S50,31.0,74.433359,29.0,50.981027,10.0,12.070274,32.267252,3.0,6.0
CAT 100,S80,35.0,82.786675,4.0,16.188963,0.0,0.0,29.783449,4.0,6.0
CAT 100,ASAD170,73.0,119.955389,3.0,8.278733,0.0,0.0,33.84351,6.0,6.0
CAT 100,S80,74.0,119.036652,1.0,185.4,7.0,18.010922,39.487516,7.0,6.0
CAT 100,S50,24.0,56.568385,0.0,0.0,1.0,19.88057,30.464184,0.0,6.0
CAT 100,ASAD170,55.0,133.001295,29.0,76.744225,9.0,32.878581,74.744025,8.0,6.0
CAT 100,S80,37.0,89.659962,10.0,25.367863,2.0,112.2,33.571191,4.0,6.0
CAT 100,S80,45.0,109.636465,1.0,216.9,4.0,10.001687,45.769382,3.0,6.0
CAT 100,ASAD170,18.0,44.077036,1.0,7.998026,2.0,2.548822,13.443907,1.0,6.0
CAT 100,ASAD90,55.0,89.564772,5.0,40.040722,2.0,7.854878,30.479856,4.0,6.0
CAT 100,S50,61.0,92.904035,12.0,32.956783,4.0,6.629238,40.724832,4.0,6.0
CAT 100,S50,40.0,98.534549,9.0,16.386955,2.0,4.4337,37.393034,1.0,6.0
CAT 100,S50,72.0,134.016192,11.0,27.251532,2.0,4.482936,50.327509,6.0,6.0
CAT 100,S80,51.0,124.726754,13.0,71.005252,2.0,88.2,39.847032,9.0,6.0
CAT 100,S50,56.0,87.434895,1.0,2.573555,3.0,44.5,30.704252,4.0,6.0
CAT 100,S80,59.0,109.068865,41.0,72.177926,3.0,15.683105,64.516823,8.0,6.0
CAT 100,ASAD170,51.0,81.41763,41.0,63.461139,4.0,8.141763,44.746982,4.0,6.0
CAT 100,S50,45.0,109.22658,32.0,64.7229,3.0,2.78148,32.842283,7.0,6.0
CAT 100,S80,34.0,83.188182,19.0,36.248289,0.0,0.0,34.371019,3.0,6.0
CAT 100,S50,60.0,110.730514,6.0,19.349592,2.0,12.052301,36.020526,6.0,6.0
CAT 100,S50,80.0,131.311915,22.0,75.462139,1.0,4.416029,51.08432,9.0,6.0
CAT 100,S50,90.0,166.636517,9.0,36.169689,2.0,30.6,65.221162,9.0,6.0
CAT 100,S80,49.0,87.51723,15.0,28.051575,10.0,12.989399,30.325016,4.0,6.0
CAT 100,ASAD170,70.0,175.46738,5.0,13.235404,4.0,11.531837,61.669171,9.0,6.0
CAT 100,S80,47.0,118.85103,16.0,44.713685,4.0,9.12262,44.134481,5.0,6.0
CAT 100,ASAD170,49.0,79.711239,35.0,64.560825,2.0,4.856579,47.252485,4.0,6.0
CAT 100,S50,114.0,186.773711,15.0,28.374637,6.0,27.43921,61.542332,11.0,6.0
CAT 100,S80,23.0,55.188216,14.0,33.044796,8.0,15.259087,27.055507,1.0,6.0
CAT 100,S80,36.0,89.84803,5.0,16.648539,9.0,11.781449,27.498637,5.0,6.0
CAT 100,S50,83.0,154.530382,9.0,51.063508,3.0,13.100842,52.630899,8.0,6.0
CAT 100,S80,31.0,55.582064,5.0,46.341721,3.0,5.180192,33.562373,3.0,6.0
CAT 100,S80,53.0,132.241982,25.0,43.78442,0.0,0.0,40.434155,7.0,6.0
CAT 100,S50,45.0,116.30846,6.0,11.688567,6.0,16.258172,29.900277,6.0,6.0
CAT 100,S50,24.0,63.993065,20.0,31.636616,4.0,15.764321,33.288983,4.0,6.0
CAT 100,ASAD170,28.0,72.207338,30.0,47.00289,4.0,15.196029,40.811641,3.0,6.0
CAT 100,ASAD170,43.0,107.994715,13.0,18.016132,3.0,7.060146,38.634489,4.0,6.0
CAT 100,S50,27.0,67.530095,29.0,48.331298,4.0,8.691992,38.805828,3.0,6.0
CAT 100,S80,75.0,139.992062,14.0,34.029212,4.0,8.275194,54.589467,7.0,6.0
CAT 100,ASAD170,57.0,107.506969,44.0,68.102315,17.0,33.796229,48.402409,6.0,6.0
CAT 100,ASAD170,47.0,71.097203,17.0,36.419624,5.0,6.351205,33.553556,0.0,6.0
CAT 100,S50,63.0,93.892097,21.0,46.519697,2.0,23.0,42.832761,5.0,6.0
CAT 100,ASAD170,49.0,123.313714,28.0,58.026236,4.0,5.520242,53.150197,6.0,6.0
CAT 100,S80,33.0,83.629314,8.0,13.229496,13.0,23.907589,35.980367,3.0,6.0
CAT 100,ASAD170,89.0,167.283077,3.0,48.012218,18.0,30.691355,64.71355,11.0,6.0
CAT 100,S50,41.0,105.249083,4.0,5.30807,2.0,8.376799,37.168829,4.0,6.0
CAT 100,S50,83.0,137.205603,23.0,46.364584,4.0,4.428995,58.340105,5.0,6.0
CAT 100,ASAD170,39.0,99.613767,12.0,46.599449,4.0,4.765332,35.079946,6.0,6.0
CAT 100,S80,49.0,89.381516,10.0,51.324944,1.0,5.554202,39.416193,4.0,6.0
CAT 100,S50,37.0,92.765453,8.0,66.808147,7.0,11.382917,36.317995,6.0,6.0
CAT 100,ASAD170,71.0,131.250332,3.0,26.425505,3.0,16.8,45.246372,6.0,6.0
CAT 100,S80,70.0,182.844288,34.0,62.650104,4.0,11.07656,60.244883,11.0,6.0
CAT 100,ASAD170,60.0,113.009614,7.0,20.57431,2.0,24.8482,48.368626,1.0,6.0
CAT 100,S50,29.0,74.838614,7.0,19.966824,4.0,9.2439,29.62915,3.0,6.0
CAT 100,S50,54.0,102.381602,2.0,78.129878,0.0,0.0,53.441531,5.0,6.0
CAT 100,ASAD90,48.0,124.720068,4.0,7.81944,0.0,0.0,31.529198,5.0,6.0
CAT 100,S50,65.0,107.40407,9.0,51.310723,6.0,8.084912,47.706284,3.0,6.0
CAT 100,S50,86.0,161.04985,16.0,33.912458,0.0,0.0,56.570313,7.0,6.0
CAT 100,S80,41.0,105.657111,4.0,67.932018,6.0,10.29273,55.969795,5.0,6.0
CAT 100,S50,61.0,115.40565,15.0,51.196275,3.0,4.566,48.695334,6.0,6.0
CAT 100,S80,78.0,119.46458,17.0,28.681222,1.0,112.2,53.489822,5.0,6.0
CAT 100,S80,44.0,72.291204,2.0,235.2,5.0,11.914661,42.597605,0.0,6.0
CAT 100,ASAD170,42.0,66.946321,17.0,25.114412,3.0,26.5,23.099275,2.0,6.0
CAT 100,ASAD90,47.0,123.057528,24.0,42.319425,4.0,14.425404,47.921249,3.0,6.0
CAT 100,ASAD170,47.0,124.819968,21.0,77.037324,4.0,4.736472,44.993583,7.0,6.0
CAT 100,S80,30.0,75.65481,4.0,16.04799,5.0,6.037101,24.00729,2.0,6.0
CAT 100,S80,35.0,90.28084,43.0,83.461597,1.0,2.668399,57.572428,2.0,6.0
CAT 100,ASAD170,103.0,169.839463,47.0,89.190356,7.0,14.125913,73.288883,12.0,6.0
CAT 100,S50,34.0,91.988325,0.0,0.0,0.0,0.0,30.995795,0.0,6.0
CAT 100,S80,45.0,85.230242,25.0,48.437119,3.0,5.821999,33.884076,4.0,6.0
CAT 100,S50,63.0,166.535774,61.0,96.613124,1.0,4.8,67.146843,11.0,6.0
CAT 100,S80,41.0,107.866886,7.0,25.439443,7.0,11.3976,30.787531,6.0,6.0
CAT 100,ASAD170,52.0,97.82113,8.0,52.408142,5.0,9.530435,51.407795,5.0,6.0
CAT 100,ASAD90,49.0,129.66154,3.0,26.7,0.0,0.0,33.287878,5.0,6.0
CAT 100,ASAD170,23.0,60.778395,17.0,45.765405,0.0,0.0,24.578576,3.0,6.0
CAT 100,ASAD170,38.0,99.941642,11.0,25.4896,1.0,13.781191,44.619397,3.0,6.0
CAT 100,S80,75.0,144.102463,21.0,52.14944,4.0,11.738684,62.164284,8.0,6.0
CAT 100,ASAD170,70.0,132.069661,8.0,25.010096,3.0,5.4,47.204655,2.0,6.0
CAT 100,ASAD170,42.0,113.684076,4.0,6.03675,3.0,13.52232,34.191768,4.0,6.0
CAT 100,S80,81.0,135.296162,0.0,0.0,7.0,29.581304,44.783795,6.0,6.0
CAT 100,ASAD170,27.0,72.918619,20.0,62.589953,4.0,5.738148,29.608144,5.0,6.0
CAT 100,S80,65.0,124.362917,3.0,51.051703,12.0,17.420486,52.208485,8.0,6.0
CAT 100,S80,44.0,116.596704,14.0,51.501912,11.0,20.51518,59.898508,4.0,6.0
CAT 100,ASAD170,25.0,63.612259,6.0,13.713512,4.0,5.416261,25.911587,3.0,6.0
CAT 100,S80,47.0,76.744606,22.0,60.704888,1.0,31.8,39.693162,4.0,6.0
CAT 100,S50,47.0,89.913124,13.0,77.885593,1.0,4.278085,56.052284,2.0,6.0
CAT 100,S80,51.0,139.371096,9.0,20.80962,3.0,3.094764,43.440835,7.0,6.0
CAT 100,S50,38.0,104.372479,5.0,42.985166,6.0,12.923645,45.377063,2.0,6.0
CAT 100,S80,57.0,110.191808,2.0,11.627069,3.0,5.146144,35.075429,4.0,6.0
CAT 100,ASAD170,56.0,107.536572,3.0,4.147416,2.0,3.554928,34.540128,2.0,6.0
CAT 100,S80,60.0,98.783256,3.0,74.318244,3.0,11.655501,39.545621,7.0,6.0
CAT 100,S50,82.0,123.760577,14.0,53.368371,11.0,20.806909,63.177885,7.0,6.0
CAT 100,S50,32.0,86.347202,3.0,33.826046,6.0,32.68282,43.111737,1.0,6.0
CAT 100,S80,57.0,110.711314,26.0,56.507757,8.0,11.703872,49.105002,7.0,6.0
CAT 100,S50,54.0,147.256849,12.0,44.925818,3.0,11.598496,56.175614,6.0,6.0
CAT 100,ASAD170,53.0,80.701013,27.0,43.647116,4.0,13.09853,34.230875,5.0,6.0
CAT 100,ASAD170,56.0,105.663494,25.0,64.750766,1.0,66.6,45.964675,7.0,6.0
CAT 100,ASAD170,48.0,91.3244,12.0,33.596985,7.0,21.346151,43.841693,2.0,6.0
CAT 100,S80,75.0,142.56136,7.0,9.759004,0.0,0.0,42.20756,7.0,6.0
CAT 100,S80,71.0,196.346402,10.0,30.502696,1.0,16.0,68.559706,10.0,6.0
CAT 100,S80,69.0,115.040055,11.0,21.885669,13.0,24.691524,34.026332,5.0,6.0
CAT 100,S80,30.0,82.799186,3.0,12.558869,2.0,99.0,33.351626,1.0,6.0
CAT 100,ASAD170,39.0,106.76688,12.0,52.213392,12.0,16.234416,51.224749,3.0,6.0
CAT 100,ASAD170,70.0,135.347513,2.0,6.22804,12.0,19.390393,47.67509,4.0,6.0
CAT 100,S80,43.0,119.753557,8.0,43.785696,0.0,0.0,42.938262,5.0,6.0
CAT 100,S50,50.0,95.510911,23.0,46.312692,3.0,4.713026,34.750338,5.0,6.0
CAT 100,ASAD170,26.0,71.113329,12.0,30.357623,3.0,7.649165,35.942602,0.0,6.0
CAT 100,ASAD170,54.0,83.81646,27.0,42.250338,7.0,37.118718,51.994112,0.0,6.0
CAT 100,S80,23.0,65.134151,6.0,39.127775,4.0,13.200206,37.635129,0.0,6.0
CAT 100,ASAD170,43.0,81.8532,5.0,23.2776,3.0,37.0,34.812162,1.0,6.0
CAT 100,ASAD170,41.0,118.494055,30.0,97.645279,4.0,15.162746,47.132131,9.0,6.0
CAT 100,S50,10.0,15.686309,6.0,6.398363,0.0,0.0,6.60975,1.0,6.0
CAT 100,S50,39.0,63.195534,16.0,28.716313,3.0,8.775338,27.051319,3.0,6.0
CAT 100,S50,55.0,84.624772,11.0,15.046821,7.0,7.674483,22.390536,4.0,6.0
CAT 100,S80,68.0,114.190562,19.0,41.370197,1.0,8.22995,53.709476,2.0,6.0
CAT 100,ASAD170,73.0,143.351208,9.0,15.06515,1.0,11.5,51.883313,3.0,6.0
CAT 100,ASAD170,84.0,126.201043,15.0,32.692204,3.0,12.659257,39.89487,5.0,6.0
CAT 100,S80,38.0,61.481511,12.0,20.576808,2.0,8.214129,28.816215,0.0,6.0
CAT 100,S80,58.0,97.18215,12.0,37.287256,2.0,29.0,33.857287,4.0,6.0
CAT 100,S80,73.0,121.066499,8.0,39.823057,4.0,8.041724,36.643142,7.0,6.0
CAT 100,ASAD170,50.0,97.352825,14.0,69.537732,4.0,7.949906,44.12482,6.0,6.0
CAT 100,S50,60.0,93.792006,25.0,39.691823,0.0,0.0,40.045531,5.0,6.0
CAT 100,ASAD170,98.0,164.517595,13.0,30.096385,14.0,23.043636,55.476487,9.0,6.0
CAT 100,ASAD170,46.0,71.624175,18.0,48.563812,4.0,13.943475,35.952938,1.0,6.0
CAT 100,ASAD170,48.0,92.786253,6.0,11.31175,6.0,15.348102,32.936898,2.0,6.0
CAT 100,S50,53.0,100.82688,14.0,68.974752,9.0,14.092848,36.653351,7.0,6.0
CAT 100,S80,56.0,109.842119,24.0,68.409229,8.0,33.755009,65.777225,7.0,6.0
CAT 100,S50,56.0,112.227703,7.0,54.125142,3.0,16.8,42.072079,7.0,6.0
CAT 100,S50,47.0,90.84794,14.0,53.281567,1.0,2.648628,39.657645,6.0,6.0
CAT 100,S80,32.0,60.271247,12.0,24.770111,2.0,10.08555,28.31755,1.0,6.0
CAT 100,S80,79.0,133.50099,13.0,24.328353,9.0,20.601168,56.06079,5.0,6.0
CAT 100,ASAD170,99.0,155.662382,43.0,75.649736,3.0,4.986182,67.988099,9.0,6.0
CAT 100,ASAD170,57.0,95.642501,3.0,13.420193,7.0,12.286092,36.657392,3.0,6.0
CAT 100,S80,84.0,141.684408,2.0,20.4,0.0,0.0,45.087632,0.0,6.0
CAT 100,S80,50.0,97.004738,28.0,41.871395,2.0,11.5,36.71113,4.0,6.0
CAT 100,S50,46.0,89.899299,1.0,9.869099,8.0,12.411792,26.513649,3.0,6.0
CAT 100,S80,52.0,86.962752,6.0,75.261146,3.0,3.836592,46.048224,3.0,6.0
